Date,Price,Open,High,Low,Vol.,Change %
01/01/2020,1.4249,1.4241,1.4267,1.4223,4.14K,0.06%
02/01/2020,1.4298,1.425,1.4333,1.4244,48.97K,0.34%
03/01/2020,1.4393,1.4298,1.4432,1.4287,55.14K,0.66%
06/01/2020,1.4407,1.4389,1.4442,1.437,52.40K,0.10%
07/01/2020,1.4556,1.4409,1.4582,1.4402,52.33K,1.03%
08/01/2020,1.456,1.4562,1.4603,1.4521,65.91K,0.03%
09/01/2020,1.4579,1.4564,1.46,1.4532,50.83K,0.13%
10/01/2020,1.4482,1.4582,1.4599,1.4467,58.92K,-0.67%
13/01/2020,1.4484,1.4499,1.453,1.445,52.28K,0.01%
14/01/2020,1.4489,1.4487,1.4526,1.4471,55.26K,0.03%
15/01/2020,1.4484,1.4491,1.4542,1.4456,52.65K,-0.03%
16/01/2020,1.4493,1.4485,1.4521,1.4419,51.83K,0.06%
17/01/2020,1.4548,1.4497,1.4556,1.4467,46.38K,0.38%
20/01/2020,1.4548,1.4532,1.459,1.4514,46.24K,0.00%
21/01/2020,1.4607,1.4548,1.4618,1.4532,53.09K,0.41%
22/01/2020,1.4607,1.4609,1.465,1.4583,50.14K,0.00%
23/01/2020,1.4603,1.461,1.4645,1.4536,45.52K,-0.03%
24/01/2020,1.4641,1.4605,1.4671,1.4581,48.93K,0.26%
27/01/2020,1.4789,1.467,1.4813,1.4643,63.42K,1.01%
28/01/2020,1.4786,1.4792,1.4844,1.4778,61.45K,-0.02%
29/01/2020,1.4804,1.4789,1.4849,1.4753,61.53K,0.12%
30/01/2020,1.4872,1.4806,1.4928,1.48,56.33K,0.46%
31/01/2020,1.4941,1.4877,1.4965,1.4857,51.29K,0.46%
03/02/2020,1.4941,1.4947,1.4968,1.4907,58.45K,0.00%
04/02/2020,1.4837,1.4943,1.4974,1.4832,62.02K,-0.70%
05/02/2020,1.4821,1.4841,1.4875,1.4759,65.89K,-0.11%
06/02/2020,1.4857,1.4821,1.4868,1.4781,51.66K,0.24%
07/02/2020,1.4986,1.4859,1.5013,1.4842,52.03K,0.87%
10/02/2020,1.4954,1.497,1.5021,1.4907,54.35K,-0.21%
11/02/2020,1.4892,1.4956,1.4969,1.4842,51.14K,-0.41%
12/02/2020,1.4839,1.4894,1.49,1.4812,54.03K,-0.36%
13/02/2020,1.4881,1.4841,1.4912,1.4823,50.84K,0.28%
14/02/2020,1.4888,1.4885,1.4907,1.4852,45.97K,0.05%
17/02/2020,1.4892,1.4899,1.4902,1.4849,39.48K,0.03%
18/02/2020,1.495,1.4894,1.4987,1.4888,48.87K,0.39%
19/02/2020,1.4977,1.4955,1.5007,1.4907,44.78K,0.18%
20/02/2020,1.5113,1.4984,1.513,1.4932,64.48K,0.91%
21/02/2020,1.5085,1.5115,1.5186,1.5059,64.90K,-0.19%
24/02/2020,1.5138,1.5086,1.5193,1.5086,66.22K,0.35%
25/02/2020,1.5135,1.5141,1.5186,1.5098,57.69K,-0.02%
26/02/2020,1.5279,1.5144,1.5289,1.5132,64.11K,0.95%
27/02/2020,1.5221,1.5281,1.5286,1.5166,70.19K,-0.38%
28/02/2020,1.5359,1.5223,1.5544,1.5182,90.86K,0.91%
02/03/2020,1.5288,1.5414,1.5487,1.5222,90.76K,-0.46%
03/03/2020,1.5188,1.529,1.5365,1.5045,81.86K,-0.65%
04/03/2020,1.5088,1.5191,1.5207,1.5086,73.87K,-0.66%
05/03/2020,1.5115,1.509,1.5189,1.5065,73.06K,0.18%
06/03/2020,1.5031,1.512,1.5188,1.5019,82.10K,-0.56%
09/03/2020,1.5179,1.5102,1.5821,1.4956,108.44K,0.98%
10/03/2020,1.5368,1.5176,1.5474,1.512,107.86K,1.25%
11/03/2020,1.5418,1.5366,1.5434,1.5289,101.74K,0.33%
12/03/2020,1.6031,1.5421,1.6097,1.54,109.49K,3.98%
13/03/2020,1.6166,1.6036,1.6336,1.5804,115.43K,0.84%
16/03/2020,1.6343,1.6299,1.6449,1.5844,118.20K,1.09%
17/03/2020,1.6661,1.635,1.6784,1.626,106.24K,1.95%
18/03/2020,1.7322,1.6669,1.7543,1.6587,117.91K,3.97%
19/03/2020,1.7413,1.7325,1.8159,1.6766,132.18K,0.53%
20/03/2020,1.7241,1.7414,1.7656,1.6702,118.33K,-0.99%
23/03/2020,1.7156,1.7244,1.7543,1.7107,115.90K,-0.49%
24/03/2020,1.6781,1.7148,1.7209,1.6733,116.57K,-2.19%
25/03/2020,1.6779,1.6788,1.6862,1.6464,116.86K,-0.01%
26/03/2020,1.6485,1.678,1.7038,1.6424,127.45K,-1.75%
27/03/2020,1.6215,1.6486,1.6604,1.6127,133.28K,-1.64%
30/03/2020,1.6202,1.6265,1.6362,1.6167,140.92K,-0.08%
31/03/2020,1.6295,1.6197,1.645,1.6092,148.88K,0.57%
01/04/2020,1.6469,1.6306,1.656,1.6197,133.28K,1.07%
02/04/2020,1.6499,1.6474,1.665,1.6339,131.17K,0.18%
03/04/2020,1.6675,1.6501,1.6724,1.6456,138.52K,1.07%
06/04/2020,1.6426,1.6638,1.6693,1.6374,122.05K,-1.49%
07/04/2020,1.6205,1.6425,1.6462,1.6106,124.87K,-1.35%
08/04/2020,1.6046,1.6212,1.6353,1.601,127.65K,-0.98%
09/04/2020,1.5768,1.6056,1.6143,1.5716,117.30K,-1.73%
10/04/2020,1.5748,1.577,1.5841,1.57,55.43K,-0.13%
13/04/2020,1.5662,1.5758,1.5809,1.5601,96.31K,-0.55%
14/04/2020,1.5518,1.5669,1.5689,1.5515,103.73K,-0.92%
15/04/2020,1.5823,1.5523,1.5916,1.5517,106.41K,1.97%
16/04/2020,1.5798,1.5826,1.5964,1.5788,123.25K,-0.16%
17/04/2020,1.5711,1.5806,1.5839,1.5661,113.81K,-0.55%
20/04/2020,1.5778,1.5731,1.5791,1.5628,93.94K,0.43%
21/04/2020,1.5918,1.5783,1.5993,1.5753,102.31K,0.89%
22/04/2020,1.581,1.5924,1.5934,1.5742,91.38K,-0.68%
23/04/2020,1.5696,1.5814,1.5917,1.5606,101.25K,-0.72%
24/04/2020,1.5652,1.5697,1.5783,1.5627,91.10K,-0.28%
27/04/2020,1.5466,1.5657,1.5679,1.545,72.03K,-1.19%
28/04/2020,1.5404,1.5468,1.5545,1.5348,81.13K,-0.40%
29/04/2020,1.5251,1.5406,1.5419,1.5247,80.70K,-0.99%
30/04/2020,1.5356,1.525,1.5409,1.522,91.33K,0.69%
01/05/2020,1.5574,1.5359,1.5603,1.5354,85.96K,1.42%
04/05/2020,1.5557,1.5575,1.5695,1.5539,93.38K,-0.11%
05/05/2020,1.5542,1.5554,1.5586,1.5438,80.35K,-0.10%
06/05/2020,1.562,1.5549,1.5644,1.5494,83.86K,0.50%
07/05/2020,1.5392,1.5625,1.5681,1.5369,91.25K,-1.46%
08/05/2020,1.5312,1.5396,1.5403,1.527,85.14K,-0.52%
11/05/2020,1.5406,1.5316,1.5489,1.5238,88.80K,0.61%
12/05/2020,1.5454,1.5409,1.555,1.5297,94.96K,0.31%
13/05/2020,1.5489,1.5448,1.5535,1.5324,108.63K,0.23%
14/05/2020,1.5473,1.5499,1.5618,1.5459,100.36K,-0.10%
15/05/2020,1.5586,1.5475,1.5623,1.5443,90.40K,0.73%
18/05/2020,1.5328,1.5565,1.5603,1.5317,81.38K,-1.66%
19/05/2020,1.5295,1.5328,1.5362,1.5185,91.40K,-0.22%
20/05/2020,1.5154,1.5295,1.5326,1.5112,82.74K,-0.92%
21/05/2020,1.523,1.5158,1.5272,1.5151,83.88K,0.50%
22/05/2020,1.5298,1.5232,1.5372,1.5202,94.72K,0.45%
25/05/2020,1.5277,1.5339,1.5344,1.5264,68.51K,-0.14%
26/05/2020,1.5031,1.5281,1.5299,1.4978,82.87K,-1.61%
27/05/2020,1.5101,1.5031,1.5223,1.4969,101.11K,0.47%
28/05/2020,1.5065,1.5103,1.518,1.4996,106.16K,-0.24%
29/05/2020,1.4997,1.5067,1.5127,1.496,110.59K,-0.45%
01/06/2020,1.4708,1.5022,1.5048,1.4696,99.63K,-1.93%
02/06/2020,1.4499,1.4711,1.4763,1.4494,98.46K,-1.42%
03/06/2020,1.4447,1.4503,1.4587,1.4317,111.62K,-0.36%
04/06/2020,1.4401,1.4459,1.4532,1.4309,104.06K,-0.32%
05/06/2020,1.4347,1.4405,1.4431,1.4257,108.43K,-0.37%
08/06/2020,1.4243,1.4347,1.4366,1.4224,86.69K,-0.72%
09/06/2020,1.4366,1.4247,1.4498,1.4198,94.12K,0.86%
10/06/2020,1.4288,1.4368,1.4427,1.4159,101.55K,-0.54%
11/06/2020,1.4586,1.429,1.4622,1.4274,124.38K,2.09%
12/06/2020,1.4565,1.4584,1.4709,1.4467,124.37K,-0.14%
15/06/2020,1.4451,1.4619,1.4758,1.4437,110.18K,-0.78%
16/06/2020,1.4507,1.4453,1.4633,1.4332,117.42K,0.39%
17/06/2020,1.4522,1.4521,1.4596,1.4444,118.21K,0.10%
18/06/2020,1.4592,1.4531,1.4631,1.4487,115.73K,0.48%
19/06/2020,1.4628,1.4597,1.4643,1.4466,105.02K,0.25%
22/06/2020,1.4474,1.4617,1.4698,1.4444,90.86K,-1.05%
23/06/2020,1.4428,1.4474,1.4582,1.4336,98.83K,-0.32%
24/06/2020,1.4556,1.442,1.4572,1.4362,101.60K,0.89%
25/06/2020,1.452,1.455,1.4606,1.4506,107.08K,-0.25%
26/06/2020,1.4565,1.452,1.4621,1.4499,94.88K,0.31%
29/06/2020,1.4565,1.4569,1.4619,1.451,89.85K,0.00%
30/06/2020,1.4484,1.4567,1.4637,1.4467,89.33K,-0.56%
01/07/2020,1.4457,1.4487,1.4542,1.44,83.35K,-0.19%
02/07/2020,1.4443,1.4461,1.4492,1.4381,86.74K,-0.10%
03/07/2020,1.4395,1.4445,1.4466,1.4387,71.55K,-0.33%
06/07/2020,1.4339,1.4419,1.4444,1.4309,70.81K,-0.39%
07/07/2020,1.4393,1.4343,1.4448,1.4288,77.25K,0.38%
08/07/2020,1.4318,1.4395,1.4437,1.4313,79.09K,-0.52%
09/07/2020,1.4358,1.432,1.4389,1.4282,87.43K,0.28%
10/07/2020,1.4386,1.436,1.4445,1.4346,84.27K,0.20%
13/07/2020,1.4405,1.4383,1.4412,1.4297,81.67K,0.13%
14/07/2020,1.4335,1.4409,1.445,1.433,94.80K,-0.49%
15/07/2020,1.4267,1.4343,1.435,1.4207,101.23K,-0.47%
16/07/2020,1.4341,1.4274,1.4363,1.4258,104.05K,0.52%
17/07/2020,1.4286,1.4343,1.4354,1.4273,88.25K,-0.38%
20/07/2020,1.4255,1.4303,1.4343,1.4248,77.29K,-0.22%
21/07/2020,1.4029,1.4257,1.4266,1.3991,81.73K,-1.59%
22/07/2020,1.4,1.4029,1.4062,1.3921,93.67K,-0.21%
23/07/2020,1.4086,1.4008,1.4105,1.3962,102.76K,0.61%
24/07/2020,1.4073,1.4088,1.4158,1.4034,106.24K,-0.09%
27/07/2020,1.3984,1.4094,1.4114,1.3983,99.90K,-0.63%
28/07/2020,1.3968,1.3988,1.406,1.3932,99.41K,-0.11%
29/07/2020,1.3908,1.397,1.399,1.3895,91.96K,-0.43%
30/07/2020,1.3899,1.3918,1.4045,1.3891,100.91K,-0.06%
31/07/2020,1.3998,1.3901,1.402,1.3834,109.54K,0.71%
03/08/2020,1.4035,1.3994,1.4133,1.3977,83.80K,0.26%
04/08/2020,1.3963,1.4037,1.4076,1.395,85.04K,-0.51%
05/08/2020,1.3902,1.3966,1.3981,1.3807,77.35K,-0.44%
06/08/2020,1.3816,1.3904,1.394,1.3811,82.23K,-0.62%
07/08/2020,1.3968,1.3826,1.3998,1.3803,76.43K,1.10%
10/08/2020,1.3984,1.3965,1.4007,1.3918,65.06K,0.11%
11/08/2020,1.3998,1.3984,1.4016,1.3907,76.07K,0.10%
12/08/2020,1.3959,1.4,1.4068,1.3934,79.18K,-0.28%
13/08/2020,1.3982,1.3966,1.4015,1.391,71.40K,0.16%
14/08/2020,1.3941,1.3988,1.4022,1.3934,63.14K,-0.29%
17/08/2020,1.3858,1.3959,1.3967,1.3834,59.87K,-0.60%
18/08/2020,1.3805,1.3861,1.3873,1.3764,65.47K,-0.38%
19/08/2020,1.392,1.381,1.393,1.3743,72.09K,0.83%
20/08/2020,1.39,1.3926,1.4015,1.3882,76.63K,-0.14%
21/08/2020,1.3961,1.3902,1.4009,1.3857,76.22K,0.44%
24/08/2020,1.3961,1.3976,1.3992,1.3878,68.00K,0.00%
25/08/2020,1.3897,1.3961,1.3986,1.3892,70.05K,-0.46%
26/08/2020,1.3822,1.3899,1.3915,1.381,71.06K,-0.54%
27/08/2020,1.3772,1.3828,1.3856,1.3714,83.22K,-0.36%
28/08/2020,1.3572,1.3766,1.3785,1.357,85.85K,-1.45%
31/08/2020,1.3556,1.3592,1.3625,1.3507,74.12K,-0.12%
01/09/2020,1.3563,1.3556,1.359,1.3487,87.88K,0.05%
02/09/2020,1.3624,1.3565,1.3698,1.3544,80.49K,0.45%
03/09/2020,1.3748,1.3626,1.3765,1.3623,91.24K,0.91%
04/09/2020,1.3731,1.375,1.3848,1.37,89.86K,-0.12%
07/09/2020,1.3736,1.3733,1.3756,1.37,66.02K,0.04%
08/09/2020,1.386,1.3743,1.387,1.3679,81.09K,0.90%
09/09/2020,1.3729,1.3862,1.3905,1.372,81.88K,-0.95%
10/09/2020,1.3776,1.3733,1.3799,1.3651,82.48K,0.34%
11/09/2020,1.3727,1.3782,1.3792,1.3685,68.66K,-0.36%
14/09/2020,1.3719,1.374,1.3767,1.369,52.51K,-0.06%
15/09/2020,1.3693,1.372,1.3762,1.3618,66.59K,-0.19%
16/09/2020,1.3686,1.3695,1.3741,1.3612,75.60K,-0.05%
17/09/2020,1.3672,1.3684,1.3786,1.3668,90.77K,-0.10%
18/09/2020,1.3716,1.3674,1.3733,1.3634,84.40K,0.32%
21/09/2020,1.3841,1.3685,1.3892,1.3651,85.33K,0.91%
22/09/2020,1.3941,1.3839,1.3979,1.3819,85.34K,0.72%
23/09/2020,1.4126,1.3945,1.4149,1.393,91.07K,1.33%
24/09/2020,1.419,1.414,1.4254,1.4118,88.10K,0.45%
25/09/2020,1.4227,1.4192,1.4274,1.4109,83.41K,0.26%
28/09/2020,1.414,1.4229,1.4268,1.4133,73.63K,-0.61%
29/09/2020,1.4027,1.4143,1.4148,1.4007,69.18K,-0.80%
30/09/2020,1.3959,1.4025,1.4086,1.3934,91.21K,-0.48%
01/10/2020,1.3918,1.3963,1.3978,1.3869,91.39K,-0.29%
02/10/2020,1.3957,1.392,1.4025,1.3907,102.78K,0.28%
05/10/2020,1.3926,1.3986,1.3986,1.39,76.23K,-0.22%
06/10/2020,1.4071,1.3926,1.4086,1.3871,85.68K,1.04%
07/10/2020,1.4006,1.4081,1.4093,1.3981,79.00K,-0.46%
08/10/2020,1.3951,1.4004,1.4041,1.3944,66.21K,-0.39%
09/10/2020,1.381,1.3951,1.3966,1.3803,60.60K,-1.01%
12/10/2020,1.3868,1.3842,1.3884,1.3817,66.45K,0.42%
13/10/2020,1.3965,1.3872,1.3987,1.3861,79.60K,0.70%
14/10/2020,1.3959,1.3965,1.3983,1.3904,72.18K,-0.04%
15/10/2020,1.409,1.3963,1.4173,1.3942,86.65K,0.94%
16/10/2020,1.412,1.4096,1.4145,1.4088,70.73K,0.21%
19/10/2020,1.4146,1.4108,1.4169,1.4053,70.30K,0.18%
20/10/2020,1.4186,1.4148,1.4245,1.4136,69.69K,0.28%
21/10/2020,1.4049,1.419,1.4193,1.4009,72.40K,-0.97%
22/10/2020,1.4047,1.4049,1.4115,1.4032,80.96K,-0.01%
23/10/2020,1.4004,1.405,1.4083,1.3967,67.53K,-0.31%
26/10/2020,1.4037,1.4027,1.408,1.3991,79.00K,0.24%
27/10/2020,1.4025,1.4039,1.4056,1.3989,73.07K,-0.09%
28/10/2020,1.4192,1.4033,1.421,1.3969,90.75K,1.19%
29/10/2020,1.4225,1.4194,1.4283,1.4129,96.74K,0.23%
30/10/2020,1.4229,1.4226,1.4264,1.4137,95.39K,0.03%
02/11/2020,1.4172,1.4218,1.4304,1.4167,86.81K,-0.40%
03/11/2020,1.3955,1.4176,1.4231,1.3935,74.61K,-1.53%
04/11/2020,1.3924,1.3958,1.4187,1.3845,141.24K,-0.22%
05/11/2020,1.3729,1.3922,1.3997,1.3716,113.21K,-1.40%
06/11/2020,1.3772,1.3731,1.3815,1.372,105.71K,0.31%
09/11/2020,1.3725,1.3783,1.3783,1.3622,113.67K,-0.34%
10/11/2020,1.3725,1.3725,1.3789,1.3707,107.49K,0.00%
11/11/2020,1.3731,1.3728,1.3775,1.3662,81.01K,0.04%
12/11/2020,1.3826,1.3734,1.3845,1.3709,86.39K,0.69%
13/11/2020,1.3755,1.3828,1.385,1.3747,72.84K,-0.51%
16/11/2020,1.3661,1.3769,1.3786,1.3647,77.62K,-0.68%
17/11/2020,1.3691,1.3663,1.372,1.3623,74.12K,0.22%
18/11/2020,1.3686,1.3698,1.3752,1.3638,76.22K,-0.04%
19/11/2020,1.3716,1.3688,1.3786,1.3685,75.67K,0.22%
20/11/2020,1.3687,1.3721,1.3764,1.3651,73.84K,-0.21%
23/11/2020,1.3723,1.3689,1.3765,1.3627,69.10K,0.26%
24/11/2020,1.3583,1.3725,1.373,1.3571,76.49K,-1.02%
25/11/2020,1.3578,1.3585,1.3653,1.356,75.37K,-0.04%
26/11/2020,1.358,1.3579,1.3601,1.3557,54.08K,0.01%
27/11/2020,1.3535,1.3583,1.3604,1.3513,61.61K,-0.33%
30/11/2020,1.3611,1.3527,1.3626,1.3498,69.61K,0.56%
01/12/2020,1.3561,1.3614,1.3624,1.356,68.38K,-0.37%
02/12/2020,1.3481,1.3567,1.3605,1.3475,74.09K,-0.59%
03/12/2020,1.3439,1.349,1.3519,1.3422,68.39K,-0.31%
04/12/2020,1.3464,1.3442,1.3496,1.3432,71.94K,0.19%
07/12/2020,1.3473,1.345,1.3566,1.3414,71.19K,0.07%
08/12/2020,1.349,1.3475,1.3516,1.3447,62.83K,0.13%
09/12/2020,1.3428,1.3491,1.3507,1.3357,66.24K,-0.46%
10/12/2020,1.3271,1.3425,1.3467,1.3261,69.35K,-1.17%
